timestamp,camera_id,u,v,visible,gt_x,gt_y,gt_z,gt_vx,gt_vy,gt_vz
1.63333333,camera_2,350.84596822,240.00000000,true,0.88233286,0.47062589,1.50000000,-0.14118777,0.26469986,0.00000000
1.63333333,camera_3,344.35481717,205.87286177,true,0.88233286,0.47062589,1.50000000,-0.14118777,0.26469986,0.00000000
1.66666667,camera_0,257.30749236,240.00000000,true,0.87758256,0.47942554,1.50000000,-0.14382766,0.26327477,0.00000000
1.66666667,camera_1,270.86621972,240.00000000,true,0.87758256,0.47942554,1.50000000,-0.14382766,0.26327477,0.00000000
1.66666667,camera_2,351.45332148,240.00000000,true,0.87758256,0.47942554,1.50000000,-0.14382766,0.26327477,0.00000000
1.66666667,camera_3,343.56921930,205.74752796,true,0.87758256,0.47942554,1.50000000,-0.14382766,0.26327477,0.00000000
1.70000000,camera_0,257.77468512,240.00000000,true,0.87274451,0.48817725,1.50000000,-0.14645317,0.26182335,0.00000000
1.70000000,camera_1,270.04670409,240.00000000,true,0.87274451,0.48817725,1.50000000,-0.14645317,0.26182335,0.00000000
1.70000000,camera_2,352.05928789,240.00000000,true,0.87274451,0.48817725,1.50000000,-0.14645317,0.26182335,0.00000000
1.70000000,camera_3,342.77968002,205.62623277,true,0.87274451,0.48817725,1.50000000,-0.14645317,0.26182335,0.00000000
1.73333333,camera_0,258.24559940,240.00000000,true,0.86781918,0.49688014,1.50000000,-0.14906404,0.26034575,0.00000000
1.73333333,camera_1,269.23612230,240.00000000,true,0.86781918,0.49688014,1.50000000,-0.14906404,0.26034575,0.00000000
1.73333333,camera_2,352.66383533,240.00000000,true,0.86781918,0.49688014,1.50000000,-0.14906404,0.26034575,0.00000000
1.73333333,camera_3,341.98632455,205.50900455,true,0.86781918,0.49688014,1.50000000,-0.14906404,0.26034575,0.00000000
1.76666667,camera_0,258.72018213,240.00000000,true,0.86280707,0.50553334,1.50000000,-0.15166000,0.25884212,0.00000000
1.76666667,camera_1,268.43458059,240.00000000,true,0.86280707,0.50553334,1.50000000,-0.15166000,0.25884212,0.00000000
1.76666667,camera_2,353.26693139,240.00000000,true,0.86280707,0.50553334,1.50000000,-0.15166000,0.25884212,0.00000000
1.76666667,camera_3,341.18927942,205.39587081,true,0.86280707,0.50553334,1.50000000,-0.15166000,0.25884212,0.00000000
1.80000000,camera_0,259.19838070,240.00000000,true,0.85770868,0.51413599,1.50000000,-0.15424080,0.25731260,0.00000000
1.80000000,camera_1,267.64218188,240.00000000,true,0.85770868,0.51413599,1.50000000,-0.15424080,0.25731260,0.00000000
1.80000000,camera_2,353.86854341,240.00000000,true,0.85770868,0.51413599,1.50000000,-0.15424080,0.25731260,0.00000000
1.80000000,camera_3,340.38867245,205.28685815,true,0.85770868,0.51413599,1.50000000,-0.15424080,0.25731260,0.00000000
1.83333333,camera_0,259.68014297,240.00000000,true,0.85252452,0.52268723,1.50000000,-0.15680617,0.25575736,0.00000000
