timestamp,gt_x,gt_y,gt_z,gt_vx,gt_vy,gt_vz
10.16666667,0.56458139,-0.32619490,1.50000000,-0.20634435,0.06343675,0.00000000
10.20000000,0.55768372,-0.32403514,1.50000000,-0.20751338,0.06614610,0.00000000
10.23333333,0.55074732,-0.32178537,1.50000000,-0.20866801,0.06883709,0.00000000
10.26666667,0.54377268,-0.31944621,1.50000000,-0.20980814,0.07150895,0.00000000
10.30000000,0.53676027,-0.31701832,1.50000000,-0.21093370,0.07416094,0.00000000
10.33333333,0.52971059,-0.31450238,1.50000000,-0.21204461,0.07679234,0.00000000
10.36666667,0.52262413,-0.31189907,1.50000000,-0.21314080,0.07940241,0.00000000
10.40000000,0.51550137,-0.30920913,1.50000000,-0.21422219,0.08199042,0.00000000
10.43333333,0.50834282,-0.30643330,1.50000000,-0.21528870,0.08455565,0.00000000
10.46666667,0.50114896,-0.30357235,1.50000000,-0.21634026,0.08709740,0.00000000
10.50000000,0.49392030,-0.30062707,1.50000000,-0.21737680,0.08961496,0.00000000
10.53333333,0.48665734,-0.29759829,1.50000000,-0.21839824,0.09210762,0.00000000
